File,ClassName,Package
webui/service_steamvrwebrtc.proto,SteamMsgsSteamVRWebRTC,com.nickbooher.protos.webui
webui/service_storagedevicemanager.proto,SteamMsgStorageDeviceManager,com.nickbooher.protos.webui
webui/service_store.proto,SteamMsgStore,com.nickbooher.protos.webui
webui/service_storeappsimilarity.proto,SteamMsgStoreAppSimilarity,com.nickbooher.protos.webui
webui/service_storebrowse.proto,SteamMsgStoreBrowse,com.nickbooher.protos.webui
webui/service_storecatalog.proto,SteamMsgStoreCatalog,com.nickbooher.protos.webui
webui/service_storemarketing.proto,SteamMsgStoreMarketing,com.nickbooher.protos.webui
webui/service_storequery.proto,SteamMsgStoreQuery,com.nickbooher.protos.webui
webui/service_storesales.proto,SteamMsgStoreSales,com.nickbooher.protos.webui
webui/service_storetopsellers.proto,SteamMsgStoreTopSellers,com.nickbooher.protos.webui
webui/service_systemmanager.proto,SteamMsgSystemManager,com.nickbooher.protos.webui
webui/service_transportauth.proto,SteamMsgTransportAuth,com.nickbooher.protos.webui
webui/service_twofactor.proto,SteamMsgTwoFactor,com.nickbooher.protos.webui
webui/service_useraccount.proto,SteamMsgUserAccount,com.nickbooher.protos.webui
webui/service_usergameactivity.proto,SteamMsgUserGameActivity,com.nickbooher.protos.webui
webui/service_usergamenotes.proto,SteamMsgUserGameNotes,com.nickbooher.protos.webui
webui/service_usernews.proto,SteamMsgUserNews,com.nickbooher.protos.webui
webui/service_userreviews.proto,SteamMsgUserReviews,com.nickbooher.protos.webui
webui/service_video.proto,SteamMsgVideo,com.nickbooher.protos.webui
webui/service_videoclip.proto,SteamMsgVideoClip,com.nickbooher.protos.webui
webui/service_voicechat.proto,SteamMsgVoiceChat,com.nickbooher.protos.webui
webui/service_webrtc.proto,SteamMsgWebRTC,com.nickbooher.protos.webui
webui/service_wishlist.proto,SteamMsgWishlist,com.nickbooher.protos.webui
